name,Pearson IC50,Spearman IC50,R2 IC50,MSE IC50,Pearson Emax,Spearman Emax,R2 Emax,MSE Emax
0.9,0.7580270329566163,0.7271946530173904,0.5745888461585222,1.7290929606995833,0.7228957065677333,0.69052035248174,0.5225150030500045,0.005791528330114559
0.95,0.7579251233692504,0.7332437369670324,0.574295566611,1.7376873381887135,0.5706055217729165,0.5437644776180174,0.311678068162903,0.008341859486272743
0.98,0.7622596587516819,0.7347609372620791,0.581035286805908,1.6984793245154197,0.7217550410726024,0.6923942264252428,0.5209041439069069,0.005849986374558706
0.06,0.5421594698825888,0.5278862818288436,0.29225232240084154,2.932037830667262,0.23619448618048636,0.30338620216335144,0.018516047376640254,0.012653664096825706
0.1,0.625914859054266,0.5944409627770274,0.388696919579406,2.4842921343359508,0.3763328537023017,0.3478300940744009,0.06127280279365743,0.011157239978928458
0.125,0.6122295356991347,0.5881095549693949,0.37411671162827687,2.636878037571413,0.5203377809081239,0.49984624637931935,0.2542421888078248,0.009379013715543782
0.15,0.6110565036836831,0.5849394876655453,0.3723232882503339,2.4693824994617213,0.4055995651918471,0.38912462048090585,0.13799144384573525,0.010079368191017693
0.17,0.6520398485474854,0.627111480550905,0.42030279589089503,2.2388516960446725,0.5287051861785692,0.5141984409040257,0.27278938411140374,0.00817158317325304
0.25,0.6732571298469925,0.652652960903918,0.45232629122920553,2.1786043747519064,0.4338166480126177,0.42896091265210545,0.15809779739255203,0.010055324204432281
0.3,0.679321357630692,0.6596331827183715,0.4579446363737897,2.1333451196793827,0.6347346328766256,0.609522157713313,0.3956649827965276,0.007178243668388718
0.375,0.7107943038706372,0.6851785792730146,0.504396407280432,2.0351166207896045,0.5118754994223764,0.49032868150762965,0.23355983594130458,0.009388094065760874
0.42,0.7145922257540536,0.6937069358513459,0.51003338311033,1.9375262382909302,0.47751412689291484,0.4622690591491251,0.20361832080117737,0.009467122712212528
0.5,0.7194929945235793,0.6977950797723349,0.5168473261783681,1.9340106456130206,0.6837745019995004,0.6599889259662827,0.46643887428265296,0.0063722167150152675
0.625,0.7318833375121101,0.7049300402688771,0.535580197341831,1.8912277195510057,0.6886845211958232,0.662382885769473,0.4736977270358008,0.006338353249040491
0.75,0.7523917975248384,0.7308300790232586,0.5660027790754514,1.7675439584160961,0.7089734881202397,0.6879637884136155,0.5020550984321399,0.0060188422525092955
0.85,0.7463785105932689,0.718200872435707,0.5563186691298427,1.8321581495501535,0.5386436543694795,0.5145635305638728,0.2774529027464172,0.008592253459964365
0.9,0.756730656310901,0.7349030278534505,0.5725942072663586,1.7332791248771735,0.718017685664221,0.6929125647423898,0.5154543347341476,0.0059273387576420904
0.95,0.7605380863948692,0.7336046721445856,0.5783320900628799,1.742797889593389,0.720038313388088,0.6925581561270788,0.5184085350390273,0.0059631869671589125
0.98,0.7590748206063607,0.7349915109382972,0.5761782824193352,1.7396776450990035,0.7185315845209876,0.6947871300628332,0.5161956011682949,0.005838371939648749
