Cell,Drug,CV
0.059525801234389886,0.02074612901075662,0.01422407108536039
0.08049882264875047,0.0510425011849317,0.04893741272061419
0.09146543373649693,0.0670137864909931,0.05843969574302643
0.0477579316201136,0.04106183406065861,0.038049846964767764
0.10468262786104371,0.07816886688898281,0.057891783842821676
