Cell,Drug,CV
0.08128883673282278,0.025774541107376314,0.029430759087961222
0.10933302908336712,0.051549099047441205,0.0284791635593159
0.14513716438879637,0.049449588057556726,0.04150260406527928
0.07890311337166661,0.05372150436605794,0.03362662228074731
0.12601553334857313,0.05450741514513924,0.01838752488489248
