Cell,Drug,CV
0.06543662942098721,0.014697769504103397,0.011961725113414423
0.07749883491978177,0.04500593685717258,0.037680732557275776
0.10357774312737977,0.05304672244345243,0.04276552541408929
0.06302334844312724,0.047537358943227415,0.03103491725226637
0.12201541149415951,0.07072722764959721,0.05744473051359256
