Cell,Drug,CV
0.06360942204032449,0.01838973857203774,0.01228618192753006
0.07714640345212231,0.04495200559446366,0.038925561009351406
0.09380814658308789,0.054085393051488184,0.04043564035865699
0.04723128353312178,0.04356132242446886,0.028231667186742526
0.11643127940332498,0.08294139672119699,0.055369511361937684
