name,Pearson IC50,Spearman IC50,R2 IC50,MSE IC50,Pearson Emax,Spearman Emax,R2 Emax,MSE Emax
RF,0.7096531190629634,0.8620830305309098,0.5443846865320353,0.03635618276257945,0.4354467625337554,0.8698072586189158,0.32044968410857966,0.9555645377178595
LGBM,0.9631260042278585,0.9494110804507904,0.9686541815318258,0.430042844663606,0.8366764186050385,0.7784079813549832,0.8709259429922935,0.34906126590713593
